1672856565525,0.04261058,-0.3355583,-0.020240024
1672856565532,0.04580637,-0.34940675,-0.027696876
1672856565534,0.05539375,-0.34940675,-0.033023197
1672856565547,0.06391586,-0.34301516,-0.037284255
1672856565547,0.07882957,-0.3387541,-0.037284255
1672856565550,0.096939065,-0.3323625,-0.03834952
1672856565554,0.11824436,-0.330232,-0.035153728
1672856565559,0.13635385,-0.330232,-0.03089267
1672856565565,0.15233281,-0.3355583,-0.024501082
1672856565570,0.16405073,-0.34408042,-0.020240024
1672856565574,0.16831179,-0.34940675,-0.017044231
1672856565579,0.16618125,-0.3536678,-0.013848438
1672856565584,0.15765914,-0.3568636,-0.013848438
1672856565589,0.14807177,-0.35473305,-0.013848438
1672856565594,0.13635385,-0.350472,-0.017044231
1672856565599,0.1257012,-0.34514567,-0.02130529
1672856565604,0.11504856,-0.3355583,-0.025566347
1672856565609,0.10226539,-0.3206446,-0.03195793
1672856565614,0.09054748,-0.29827404,-0.039414786
1672856565619,0.07563378,-0.2727077,-0.04580637
1672856565624,0.060720075,-0.23861924,-0.05006743
1672856565629,0.04580637,-0.20026971,-0.049002163
1672856565633,0.034088463,-0.15659387,-0.04580637
1672856565639,0.023435818,-0.10865697,-0.04261058
1672856565644,0.017044231,-0.05965481,-0.037284255
1672856565649,0.017044231,-0.0127831735,-0.027696876
1672856565653,0.022370555,0.034088463,-0.018109497
1672856565659,0.029827405,0.08628642,-0.008522116
1672856565664,0.03834952,0.13954964,0.0031957934
1672856565669,0.05006743,0.19068234,0.0127831735
1672856565673,0.06178534,0.23542345,0.02130529
1672856565678,0.0777643,0.2727077,0.03195793
1672856565684,0.09374327,0.30253512,0.039414786
1672856565687,0.10652645,0.32597092,0.043675844
1672856565693,0.11717909,0.34194988,0.04580637
1672856565699,0.12250541,0.3472762,0.05006743
1672856565703,0.12463594,0.34514567,0.051132694
1672856565709,0.12144015,0.3323625,0.046871636
1672856565713,0.113983296,0.30679616,0.041545313
1672856565718,0.101200126,0.27057716,0.03195793
1672856565727,0.08735169,0.23222765,0.023435818
1672856565728,0.07243799,0.1917476,0.013848438
1672856565734,0.058589544,0.14807177,0.0031957934
1672856565737,0.046871636,0.10546118,-0.008522116
1672856565743,0.035153728,0.06711166,-0.01917476
1672856565749,0.023435818,0.03195793,-0.03195793
1672856565753,0.011717909,0.0,-0.04474111
1672856565758,0.0,-0.027696876,-0.05539375
1672856565763,-0.007456851,-0.04580637,-0.0628506
1672856565767,-0.013848438,-0.053263225,-0.068176925
1672856565772,-0.02130529,-0.054328486,-0.07137272
1672856565776,-0.025566347,-0.051132694,-0.07456851
1672856565783,-0.02876214,-0.037284255,-0.07456851
1672856565786,-0.03089267,-0.020240024,-0.07137272
1672856565792,-0.03089267,-0.0010652645,-0.070307456
1672856565797,-0.02876214,0.01917476,-0.06711166
1672856565802,-0.024501082,0.037284255,-0.0628506
1672856565807,-0.018109497,0.056459017,-0.058589544
1672856565813,-0.0127831735,0.07350325,-0.054328486
1672856565816,-0.007456851,0.08735169,-0.049002163
1672856565821,-0.002130529,0.098004326,-0.043675844
1672856565827,0.0010652645,0.10439592,-0.039414786
1672856565832,0.004261058,0.10759171,-0.034088463
1672856565838,0.0063915867,0.10546118,-0.03089267
1672856565844,0.008522116,0.098004326,-0.03089267
1672856565847,0.010652645,0.08522116,-0.033023197
1672856565851,0.00958738,0.06924219,-0.03834952
1672856565858,0.0053263223,0.05539375,-0.04261058
1672856565862,0.0010652645,0.04580637,-0.049002163
1672856565867,-0.007456851,0.041545313,-0.056459017
1672856565872,-0.01917476,0.043675844,-0.06178534
1672856565877,-0.03089267,0.046871636,-0.06391586
1672856565882,-0.041545313,0.049002163,-0.06391586
1672856565887,-0.053263225,0.051132694,-0.060720075
1672856565891,-0.06178534,0.051132694,-0.05539375
1672856565897,-0.068176925,0.05219796,-0.0479369
1672856565902,-0.07350325,0.056459017,-0.03834952
1672856565907,-0.0777643,0.05965481,-0.025566347
1672856565912,-0.080960095,0.060720075,-0.011717909
1672856565917,-0.08522116,0.05752428,0.002130529
1672856565923,-0.09054748,0.046871636,0.013848438
1672856565925,-0.09267801,0.03089267,0.023435818
1672856565932,-0.08841695,0.0031957934,0.03089267
1672856565936,-0.07882957,-0.037284255,0.035153728
1672856565941,-0.0628506,-0.082025364,0.040480047
1672856565945,-0.040480047,-0.13209279,0.040480047
1672856565952,-0.011717909,-0.18109496,0.03834952
1672856565957,0.024501082,-0.22796659,0.035153728
1672856565961,0.06178534,-0.27483824,0.03089267
1672856565965,0.094808534,-0.31957933,0.025566347
1672856565973,0.11930962,-0.36325517,0.022370555
1672856565974,0.128897,-0.39840892,0.023435818
1672856565982,0.11824436,-0.39947417,0.04580637
1672856565985,0.0628506,-0.20879184,0.2130529
1672856566008,-0.0063915867,0.014913702,0.4889564
1672856566009,-0.046871636,0.12144015,0.757403
1672856566009,-0.066046394,0.112918034,0.98110855
1672856566009,-0.099069595,0.017044231,1.1536814
1672856566010,-0.16085494,-0.12783173,1.2793826
1672856566014,-0.2545982,-0.29614353,1.365669
1672856566025,-0.36964676,-0.4676511,1.4146712
1672856566025,-0.5006743,-0.6327671,1.4274544
1672856566030,-0.5006743,-0.6327671,1.4274544
1672856566034,-0.6359629,-0.79255676,1.4093449
1672856566039,-0.7755125,-0.9576728,1.3507553
1672856566046,-0.90654004,-1.1057445,1.252751
1672856566050,-1.0333065,-1.2250541,1.1377025
1672856566054,-1.1632688,-1.3337111,1.0162623
1672856566060,-1.293231,-1.4444987,0.89801794
