1672854308478,1011.0051
1672854308657,1011.2302
1672854308836,1011.19604
1672854309013,1011.313
1672854309190,1011.2788
1672854309371,1011.06274
1672854309548,1011.26465
1672854309725,1011.22705
1672854309904,1011.2368
1672854310082,1011.3157
1672854310711,1011.21875
1672854310711,1011.198
1672854310711,1011.2324
1672854310792,1011.09595
1672854310975,1010.9983
1672854311147,1011.15576
1672854311325,1011.1643
1672854311505,1011.0747
1672854311688,1011.1179
1672854311861,1011.1792
1672854312038,1011.1455
1672854312242,1011.1968
1672854312393,1010.959
1672854312575,1011.14087
1672854312748,1011.10474
1672854312928,1010.90845
1672854313106,1011.1284
1672854313286,1011.15454
1672854313461,1011.1675
1672854313640,1011.1311
1672854313818,1011.1387
1672854313994,1011.11743
1672854314174,1011.11206
1672854314383,1011.19995
1672854314529,1010.9509
1672854314707,1011.09204
1672854314884,1011.06836
1672854315064,1010.88965
1672854315242,1011.094
1672854315424,1011.09204
1672854315595,1011.083
1672854315778,1011.10864
1672854315953,1011.0691
1672854316148,1011.12354
1672854316320,1011.0039
1672854316488,1011.0625
1672854316664,1010.8357
1672854316842,1011.08276
1672854317020,1011.09033
1672854317199,1011.08154
1672854317381,1011.0642
1672854317559,1011.03687
1672854317734,1011.0947
1672854317912,1011.08203
1672854318089,1011.105
1672854318268,1011.095
1672854318457,1011.0818
1672854318621,1010.91235
1672854318802,1011.0923
1672854318978,1011.0652
1672854319157,1011.09424
1672854319333,1011.08813
1672854319512,1011.1665
1672854319690,1011.124
1672854319867,1011.0532
1672854320044,1011.0532
1672854320228,1011.1533
1672854320401,1011.08154
1672854320579,1011.125
1672854320761,1011.08594
1672854320936,1011.0657
1672854321114,1010.90405
1672854321292,1011.0908
1672854321478,1011.08765
1672854321646,1011.1135
1672854321826,1011.04565
1672854322001,1011.0974
1672854322182,1011.10254
1672854322363,1011.104
1672854322535,1011.11426
1672854322713,1011.13135
1672854322897,1011.1162
1672854323071,1011.1382
1672854323252,1011.16504
1672854323430,1011.1201
1672854323609,1011.18726
1672854323783,1011.16284
1672854323959,1011.22
1672854324145,1011.2163
1672854324314,1011.2146
1672854324493,1011.2324
1672854324670,1011.3096
1672854324848,1011.2583
1672854325026,1011.21655
1672854325205,1011.23975
1672854325384,1011.2737
1672854325560,1011.2483
1672854325738,1011.2739
1672854325923,1011.2571
1672854326094,1011.03687
1672854326276,1011.2649
1672854326451,1011.30347
1672854326629,1011.2849
1672854326808,1011.31274
1672854326983,1011.3008
1672854327166,1011.313
1672854327341,1011.2737
1672854327515,1011.3948
1672854327693,1011.03906
1672854327874,1011.2544
1672854328051,1011.26074
1672854328231,1011.2993
1672854328407,1011.30493
1672854328583,1011.22095
1672854328762,1011.04834
1672854328940,1011.0095
1672854329117,1011.0564
1672854329295,1011.04517
1672854329472,1011.07056
1672854329651,1011.0154
1672854329831,1011.0923
1672854330008,1011.2612
1672854330192,1011.2002
1672854330369,1011.2007
1672854330542,1011.2717
1672854330721,1011.14624
1672854330901,1011.15405
1672854331076,1011.2449
1672854331254,1011.199
1672854331434,1011.22925
1672854331610,1011.17505
1672854331790,1011.19434
1672854331965,1011.1521
1672854332144,1011.07837
1672854332323,1011.12573
1672854332500,1011.16943
1672854332678,1011.12476
1672854332856,1011.10864
1672854333039,1011.11035
1672854333212,1011.1045
1672854333394,1011.1118
1672854333568,1011.1072
1672854333745,1011.10767
1672854333922,1010.84766
1672854334100,1011.0825
1672854334278,1011.095
1672854334457,1011.10986
1672854334634,1011.0945
1672854334817,1011.13403
1672854334992,1011.1128
1672854335168,1011.063
1672854335349,1011.0488
1672854335526,1011.0696
1672854335701,1011.10767
1672854335882,1011.09985
1672854336060,1011.03613
1672854336235,1011.114
1672854336413,1011.06836
1672854336592,1011.0735
1672854336770,1011.0532
1672854336953,1011.0344
1672854337126,1011.0532
1672854337305,1011.10913
1672854337483,1011.0364
1672854337659,1011.0637
1672854337839,1011.05347
1672854338014,1011.0674
1672854338196,1011.0647
1672854338373,1011.0293
1672854338548,1011.0742
1672854338726,1011.0564
1672854338903,1011.07983
1672854339080,1010.8435
1672854339258,1011.07104
1672854339439,1011.04175
1672854339614,1011.0574
1672854339795,1011.08496
1672854339973,1011.08154
1672854340155,1011.0608
1672854340328,1011.09717
1672854340508,1011.01685
1672854340685,1011.02563
1672854340863,1011.08765
1672854341043,1011.0381
1672854341218,1011.0354
1672854341398,1011.1062
1672854341575,1011.01465
1672854341753,1011.02734
1672854341929,1011.051
1672854342109,1011.05054
1672854342303,1011.04956
1672854342463,1011.02563
1672854342643,1011.0564
1672854342819,1011.0359
1672854343000,1011.0593
1672854343178,1011.0781
1672854343357,1011.0488
1672854343532,1011.02246
1672854343708,1011.084
1672854343888,1011.0779
1672854344069,1011.04224
1672854344241,1011.09937
1672854344421,1011.04004
1672854344598,1011.0244
1672854344775,1010.97144
1672854344956,1011.0469
1672854345132,1010.98584
1672854345311,1011.00244
1672854345490,1011.04395
1672854345668,1011.03687
1672854345845,1010.9668
1672854346019,1010.9243
1672854346200,1010.8508
1672854346379,1011.06396
1672854346558,1011.02026
1672854346733,1011.0469
1672854346914,1011.0989
1672854347090,1011.1045
1672854347267,1011.09106
1672854347445,1011.074
1672854347624,1011.0525
1672854347801,1011.0669
1672854347979,1011.0581
1672854348157,1011.0237
1672854348339,1011.0791
1672854348514,1011.02124
1672854348691,1011.01855
1672854348870,1011.0332
1672854349047,1011.12085
1672854349224,1011.05347
1672854349402,1011.0625
1672854349581,1011.0698
1672854349758,1011.0869
1672854349935,1010.96484
